panel,year,feature,entity_count,observed_count,missing_count,support_rate
multiseq_overlap,2020,x_t,21,21,0,1.0
multiseq_overlap,2020,x_seq_rpcyd_total_income,21,21,0,1.0
multiseq_overlap,2020,x_seq_rydgdp_disposable_income,21,21,0,1.0
multiseq_overlap,2020,x_seq_rydgdp_disposable_income_per_capita,21,21,0,1.0
multiseq_overlap,2020,x_seq_rydgdp_grdp,21,21,0,1.0
multiseq_overlap,2020,x_seq_rydgdp_grdp_per_capita,21,21,0,1.0
multiseq_overlap,2020,x_seq_rydgdp_ratio,21,21,0,1.0
multiseq_overlap,2021,y_t,21,21,0,1.0
multiseq_overlap,2021,x_t,21,21,0,1.0
multiseq_overlap,2021,x_seq_rpcyd_total_income,21,21,0,1.0
multiseq_overlap,2021,x_seq_rydgdp_disposable_income,21,21,0,1.0
multiseq_overlap,2021,x_seq_rydgdp_disposable_income_per_capita,21,21,0,1.0
multiseq_overlap,2021,x_seq_rydgdp_grdp,21,21,0,1.0
multiseq_overlap,2021,x_seq_rydgdp_grdp_per_capita,21,21,0,1.0
multiseq_overlap,2021,x_seq_rydgdp_ratio,21,21,0,1.0
multiseq_overlap,2022,y_t,21,21,0,1.0
multiseq_overlap,2022,x_t,21,21,0,1.0
multiseq_overlap,2022,x_seq_rpcyd_total_income,21,21,0,1.0
multiseq_overlap,2022,x_seq_rydgdp_disposable_income,21,21,0,1.0
multiseq_overlap,2022,x_seq_rydgdp_disposable_income_per_capita,21,21,0,1.0
multiseq_overlap,2022,x_seq_rydgdp_grdp,21,21,0,1.0
multiseq_overlap,2022,x_seq_rydgdp_grdp_per_capita,21,21,0,1.0
multiseq_overlap,2022,x_seq_rydgdp_ratio,21,21,0,1.0
multiseq_overlap,2023,y_t,21,21,0,1.0
multiseq_overlap,2023,x_t,21,21,0,1.0
multiseq_overlap,2023,x_seq_rpcyd_total_income,21,21,0,1.0
multiseq_overlap,2023,x_seq_rydgdp_disposable_income,21,21,0,1.0
multiseq_overlap,2023,x_seq_rydgdp_disposable_income_per_capita,21,21,0,1.0
multiseq_overlap,2023,x_seq_rydgdp_grdp,21,21,0,1.0
multiseq_overlap,2023,x_seq_rydgdp_grdp_per_capita,21,21,0,1.0
multiseq_overlap,2023,x_seq_rydgdp_ratio,21,21,0,1.0
