family,display_name,experiment,scenario,seed,tracking_backend,best_epoch,best_val_task_loss,task_loss,recon_loss,model,run_dir,output_root,proxy_signal_r2,z_signal_spearman_rho,effective_kstar_mae,effective_kstar_spearman_rho,effective_lag_entropy_mean,effective_lag_peak_accuracy,total_loss,omega_entropy_penalty,omega_entropy_band_violation_share,z_anchor_loss,kstar_mae,kstar_rmse,kstar_spearman_rho,kstar_spearman_p,z_spearman_rho,z_spearman_p,proxy_recon_r2,omega_entropy_mean,omega_peak_accuracy,task_mse,task_mae,task_r2,posthoc_kstar_mae,posthoc_kstar_rmse,posthoc_kstar_spearman_rho,posthoc_kstar_spearman_p,posthoc_profile_entropy_mean,posthoc_profile_peak_accuracy,variant
ablation,No AC Encoder,no_ac_encoder_linear_seed18,linear,18,json,63,0.10429053753614426,0.0635354220867157,40564435189760.0,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed18,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-735738081723202.9,0.0,2.008433666229248,0.0,1.9960789005964465,0.17,0.0635354220867157,0.0,0.0,0.0,2.008433666229248,2.4353036108524795,0.0,1.0,0.0,1.0,-735738081723202.9,1.9960789005964465,0.17,,,,,,,,,,no_ac_encoder
ablation,No AC Encoder,no_ac_encoder_linear_seed19,linear,19,json,53,0.11163671314716339,0.06388994306325912,4954171375616.0,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed19,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-100488642141645.05,0.0,1.8069762134552,0.0,2.097085759562521,0.095,0.06388994306325912,0.0,0.0,0.0,1.8069762134552,2.09423725659937,0.0,1.0,0.0,1.0,-100488642141645.05,2.097085759562521,0.095,,,,,,,,,,no_ac_encoder
ablation,No AC Encoder,no_ac_encoder_linear_seed2,linear,2,json,46,0.1119045615196228,0.07080631703138351,110178334670848.0,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed2,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-1887052474311485.2,0.0,1.8167920112609863,0.0,2.088318813054968,0.15,0.07080631703138351,0.0,0.0,0.0,1.8167920112609863,2.1235312011145666,0.0,1.0,0.0,1.0,-1887052474311485.2,2.088318813054968,0.15,,,,,,,,,,no_ac_encoder
ablation,No AC Encoder,no_ac_encoder_linear_seed3,linear,3,json,59,0.09970897436141968,0.06017747148871422,68101689311232.0,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed3,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-1089357287386932.0,0.0,1.8418310356140137,0.0,1.9086104236817645,0.16,0.06017747148871422,0.0,0.0,0.0,1.8418310356140137,2.2686139692660143,0.0,1.0,0.0,1.0,-1089357287386932.0,1.9086104236817645,0.16,,,,,,,,,,no_ac_encoder
ablation,No AC Encoder,no_ac_encoder_linear_seed4,linear,4,json,69,0.09456659108400345,0.054956402629613876,4114525454336.0,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed4,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-59255336302815.445,0.0,1.7668786859512329,0.0,2.060291134340439,0.14,0.054956402629613876,0.0,0.0,0.0,1.7668786859512329,2.0955239902706118,0.0,1.0,0.0,1.0,-59255336302815.445,2.060291134340439,0.14,,,,,,,,,,no_ac_encoder
ablation,No AC Encoder,no_ac_encoder_linear_seed5,linear,5,json,62,0.12511910498142242,0.06633646041154861,3729746296832.0,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed5,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-84886421575931.33,0.0,2.202731590270996,0.0,2.0098463649734013,0.165,0.06633646041154861,0.0,0.0,0.0,2.202731590270996,2.693512278638902,0.0,1.0,0.0,1.0,-84886421575931.33,2.0098463649734013,0.165,,,,,,,,,,no_ac_encoder
ablation,No AC Encoder,no_ac_encoder_linear_seed6,linear,6,json,49,0.11291865259408951,0.0710851326584816,33140114456576.0,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed6,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-581297748086085.6,0.0,1.9468692016601563,0.0,2.000404998919905,0.15,0.0710851326584816,0.0,0.0,0.0,1.9468692016601563,2.2959582063999138,0.0,1.0,0.0,1.0,-581297748086085.6,2.000404998919905,0.15,,,,,,,,,,no_ac_encoder
ablation,No AC Encoder,no_ac_encoder_linear_seed7,linear,7,json,52,0.09647534787654877,0.06804860383272171,1.3325411987488768e+16,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed7,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-2.0982519541078454e+17,0.0,2.093290147781372,0.0,1.8742939901528783,0.125,0.06804860383272171,0.0,0.0,0.0,2.093290147781372,2.559605356977485,0.0,1.0,0.0,1.0,-2.0982519541078454e+17,1.8742939901528783,0.125,,,,,,,,,,no_ac_encoder
ablation,No AC Encoder,no_ac_encoder_linear_seed8,linear,8,json,69,0.11788764595985413,0.058615341782569885,2081167376384.0,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed8,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-40535239999607.945,0.0,2.048634099960327,0.0,1.991438095292349,0.13,0.058615341782569885,0.0,0.0,0.0,2.048634099960327,2.4417661088985754,0.0,1.0,0.0,1.0,-40535239999607.945,1.991438095292349,0.13,,,,,,,,,,no_ac_encoder
ablation,No AC Encoder,no_ac_encoder_linear_seed9,linear,9,json,65,0.12120853364467621,0.06349043548107147,342883467264.0,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_ac_encoder_linear_seed9,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,-7387864900485.683,0.0,1.861529541015625,0.0,2.001866229516299,0.14,0.06349043548107147,0.0,0.0,0.0,1.861529541015625,2.2803021998602975,0.0,1.0,0.0,1.0,-7387864900485.683,2.001866229516299,0.14,,,,,,,,,,no_ac_encoder
ablation,No Recon Regularization,no_recon_regularization_linear_seed0,linear,0,json,153,0.08101726323366165,0.03127359598875046,0.0032200184650719166,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed0,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.948779798954516,0.9896197404935125,1.1363180160522461,0.9810751245769367,1.7639849429380319,0.41,0.03127359598875046,0.0,0.0,0.0,1.1363180160522461,1.4005704104608818,0.9810751245769367,3.8083403061379247e-143,-0.9896197404935125,8.717579555345704e-169,0.948779798954516,1.7639849429380319,0.41,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed1,linear,1,json,116,0.07007111608982086,0.03429257497191429,0.0031921048648655415,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed1,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9407325281925324,0.9919762994074854,0.7877029323577881,0.9847844114722359,1.8922486096423927,0.435,0.03429257497191429,0.0,0.0,0.0,0.7877029323577881,1.0277447240673911,0.9847844114722359,1.90483698770164e-152,0.9919762994074854,8.293766577164585e-180,0.9407325281925324,1.8922486096423927,0.435,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed10,linear,10,json,138,0.07776559144258499,0.03178723156452179,0.002955226693302393,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed10,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9476838417404087,0.9898087452186306,1.008692309856415,0.9830328393577374,1.7739205315604616,0.435,0.03178723156452179,0.0,0.0,0.0,1.008692309856415,1.2755169923790928,0.9830328393577374,8.460270200861409e-148,-0.9898087452186306,1.4266693672663606e-169,0.9476838417404087,1.7739205315604616,0.435,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed11,linear,11,json,198,0.0929977223277092,0.03210538625717163,0.004026940558105707,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed11,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.93557841669855,0.9925553138828471,1.3141707181930542,0.9816683066623513,2.003701814312693,0.365,0.03210538625717163,0.0,0.0,0.0,1.3141707181930542,1.5137416420501595,0.9816683066623513,1.6754585879847506e-144,0.9925553138828471,5.136801003240568e-183,0.93557841669855,2.003701814312693,0.365,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed12,linear,12,json,63,0.06345304846763611,0.042587023228406906,0.005229417700320482,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed12,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9226227580135196,0.9835085877146931,1.1323458933830262,0.9756139216934779,1.8005216585676636,0.28,0.042587023228406906,0.0,0.0,0.0,1.1323458933830262,1.4605526090480738,0.9756139216934779,2.3186299136190315e-132,-0.9835085877146931,5.184525970121432e-149,0.9226227580135196,1.8005216585676636,0.28,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed13,linear,13,json,109,0.07899552583694458,0.0375874787569046,0.016747748479247093,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed13,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.723798021709111,0.7342683567089179,1.4927204442024231,0.7297286996861613,1.9398591321502985,0.265,0.0375874787569046,0.0,0.0,0.0,1.4927204442024231,1.755459220354349,0.7297286996861613,1.5704563655929721e-34,-0.7342683567089179,3.7823799418995826e-35,0.723798021709111,1.9398591321502985,0.265,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed14,linear,14,json,180,0.0986575186252594,0.03458932787179947,0.0034389758948236704,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed14,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9466089180565017,0.9931043276081903,0.9934095597267151,0.9834101322447297,1.8283697984117249,0.27,0.03458932787179947,0.0,0.0,0.0,0.9934095597267151,1.2260770140590693,0.9834101322447297,9.30122809509046e-149,-0.9931043276081903,2.682826443439319e-186,0.9466089180565017,1.8283697984117249,0.27,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed15,linear,15,json,181,0.08535372465848923,0.030395762994885445,0.0026841864455491304,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed15,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9453706375431136,0.9925928148203707,0.9737757205963135,0.9732988229018469,1.9000848506192318,0.48,0.030395762994885445,0.0,0.0,0.0,0.9737757205963135,1.2149682581777537,0.9732988229018469,1.641705944994466e-128,-0.9925928148203707,3.121475374713489e-183,0.9453706375431136,1.9000848506192318,0.48,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed16,linear,16,json,140,0.07345598191022873,0.03040025383234024,0.00396667281165719,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed16,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9366811970923886,0.9919177979449487,0.964614815711975,0.9814198776723585,1.8969686842224882,0.44,0.03040025383234024,0.0,0.0,0.0,0.964614815711975,1.1542076025519281,0.9814198776723585,6.274869152227061e-144,0.9919177979449487,1.6976898947963664e-179,0.9366811970923886,1.8969686842224882,0.44,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed17,linear,17,json,136,0.11866658926010132,0.04134069383144379,0.006031438708305359,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed17,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.891752675645234,0.9884617115427886,1.320297566652298,0.9776711266516247,1.9440212101449728,0.22,0.04134069383144379,0.0,0.0,0.0,1.320297566652298,1.7413447936668243,0.9776711266516247,4.167096130176516e-136,-0.9884617115427886,2.905709337175623e-164,0.891752675645234,1.9440212101449728,0.22,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed18,linear,18,json,200,0.11604579538106918,0.03789399191737175,0.013523655012249947,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed18,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.7955452080763065,0.8115412885322134,1.5690554094314575,0.806445521551129,1.964128683571832,0.325,0.03789399191737175,0.0,0.0,0.0,1.5690554094314575,1.803246900794898,0.806445521551129,4.618548688133653e-47,0.8115412885322134,4.3232560570372945e-48,0.7955452080763065,1.964128683571832,0.325,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed19,linear,19,json,106,0.09011434018611908,0.039315782487392426,0.0028828815557062626,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed19,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9522162006867156,0.9918262956573916,1.0470658087730407,0.9600950848646628,1.8853195284678663,0.34,0.039315782487392426,0.0,0.0,0.0,1.0470658087730407,1.2825383408325342,0.9600950848646628,1.612910952718761e-111,0.9918262956573916,5.1517618809368375e-179,0.9522162006867156,1.8853195284678663,0.34,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed2,linear,2,json,179,0.127640038728714,0.040362872183322906,0.025240041315555573,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed2,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.6094204905530393,0.766532663316583,1.3369509887695312,0.7663464339166955,2.0373359483265134,0.28,0.040362872183322906,0.0,0.0,0.0,1.3369509887695312,1.6265300123636226,0.7663464339166955,6.550925649671201e-40,0.766532663316583,6.115747604898492e-40,0.6094204905530393,2.0373359483265134,0.28,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed3,linear,3,json,111,0.07440094649791718,0.035664234310388565,0.0034973900765180588,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed3,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9285113391540186,0.9892672316807921,0.9586785697937011,0.980834423134508,1.860184054286605,0.37,0.035664234310388565,0.0,0.0,0.0,0.9586785697937011,1.2604119462656593,0.980834423134508,1.3152694229788552e-142,-0.9892672316807921,2.3376613120132675e-167,0.9285113391540186,1.860184054286605,0.37,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed4,linear,4,json,93,0.06811895966529846,0.03691868111491203,0.003211019095033407,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed4,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9438665251914847,0.9908527713192832,0.8772781348228454,0.9784062995468445,1.9025196656497037,0.415,0.03691868111491203,0.0,0.0,0.0,0.8772781348228454,1.067296633486068,0.9784062995468445,1.570566542947742e-137,0.9908527713192832,3.3849253863635433e-174,0.9438665251914847,1.9025196656497037,0.415,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed5,linear,5,json,136,0.12298883497714996,0.044608790427446365,0.00314732757396996,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed5,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9471447407409538,0.9906457661441538,1.5543814969062806,0.9821210924413252,2.0749090251168782,0.28,0.044608790427446365,0.0,0.0,0.0,1.5543814969062806,1.984644211459903,0.9821210924413252,1.440321244149278e-145,-0.9906457661441538,3.071270654715941e-173,0.9471447407409538,2.0749090251168782,0.28,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed6,linear,6,json,199,0.11323698610067368,0.035634588450193405,0.009572830982506275,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed6,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.8442083014049394,0.9275211880297008,1.23723149061203,0.9245866004809261,1.9636026117224825,0.36,0.035634588450193405,0.0,0.0,0.0,1.23723149061203,1.6695486183425883,0.9245866004809261,6.361437624371531e-85,0.9275211880297008,1.4494251675628676e-86,0.8442083014049394,1.9636026117224825,0.36,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed7,linear,7,json,83,0.06288708746433258,0.04140640050172806,0.0032399699557572603,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed7,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9472500463155153,0.9891157278931976,0.9703038835525513,0.9809090874251157,1.9457878318743382,0.29,0.04140640050172806,0.0,0.0,0.0,0.9703038835525513,1.3522604745084277,0.9809090874251157,8.969683850309597e-143,0.9891157278931976,9.29498566662101e-167,0.9472500463155153,1.9457878318743382,0.29,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed8,linear,8,json,200,0.09662963449954987,0.03163065016269684,0.003018637653440237,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed8,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9455249731681,0.9929363234080855,1.3048402500152587,0.9827735708894423,1.9232679527699676,0.375,0.03163065016269684,0.0,0.0,0.0,1.3048402500152587,1.63599793297822,0.9827735708894423,3.7488561574235823e-147,0.9929363234080855,2.8840677658742752e-185,0.9455249731681,1.9232679527699676,0.375,,,,,,,,,,no_recon_regularization
ablation,No Recon Regularization,no_recon_regularization_linear_seed9,linear,9,json,150,0.10452407598495483,0.036777570843696594,0.003911993466317654,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation\no_recon_regularization_linear_seed9,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_synthetic\complete_20seed_20260426\ablation,0.9333901901879257,0.9901117527938199,1.2050777792930603,0.9792872125802295,1.7895462762308836,0.305,0.036777570843696594,0.0,0.0,0.0,1.2050777792930603,1.5456622742283537,0.9792872125802295,2.654884097658726e-139,0.9901117527938199,7.294785313670883e-171,0.9333901901879257,1.7895462762308836,0.305,,,,,,,,,,no_recon_regularization
