experiment,scenario,model,ablation,feature_bundle,seed,max_lag,seq_features,best_epoch,year_start,year_end,stats_end_year,train_end_year,val_end_year,missing_policy,train_years,val_years,test_years,train_effective_samples,val_effective_samples,test_effective_samples,proxy_mode,proxy_construction_fit_window,proxy_construction_uses_target_column,proxy_construction_description,proxy_static_cross_section_degenerate,target_entity_mean_degenerate,zero_variance_proxy_static_columns,summary_path,test_mse,test_mae,test_r2,test_r2_delta_vs_train_mean,test_r2_delta_vs_entity_mean,test_r2_delta_vs_persistence,test_r2_delta_vs_panel_ols,test_r2_delta_vs_grouped_ardl,test_kstar_mean,test_kstar_std,test_kstar_proxy_spearman_adjusted_rho,test_kstar_proxy_mean_spearman_adjusted_rho,test_lag_gate_sensitivity_range,test_omega_entropy_mean,test_omega_top1_share,test_proxy_recon_r2,test_proxy_anchor_recon_r2,test_baseline_grouped_ardl_r2,test_baseline_grouped_ardl_effective_lag_mean,matrix_name,variant_id,track,matrix_scenario,interpretation,run_spec,matrix_output_dir,run_dir,proxy_perturbation,d_model,dropout,temperature,lambda_omega_entropy,omega_entropy_min,omega_entropy_max,evidence_scope,sequence_transform,run_group
feature_subset_rpcyd_ratio_overlap_k2_cmdl_seed0,overlap_region_proxy,cmdl,none,rpcyd_ratio_overlap_region_proxy,0,2,2,1,2019,2023,2021,2021,2022,error,"2019,2020,2021","2020,2021,2022","2021,2022,2023",21,21,21,formal_region_summary,"[2019, 2021]",False,"Region-varying AC/proxy signals are derived from train-window formal sequence summaries: formal income level, formalization ratio, and formal capacity signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rpcyd_ratio_overlap_k2\feature_subset_rpcyd_ratio_overlap_k2_cmdl_seed0\summary.json,31.90761377634974,5.637332737445831,0.0,0.0,0.0,0.0,0.0,0.0,1.8169752359390259,1.0343317280660695e-07,-0.0,-0.0,2.384185791015625e-07,0.47594915044443326,1.0,0.05201649879867298,0.06843976829830589,0.0,1.8339077519002482,verify_smoke,feature_subset_rpcyd_ratio_overlap_k2,feature_subset,overlap_region_proxy,rpcyd_ratio_overlap_sensitivity,cmdl,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rpcyd_ratio_overlap_k2,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rpcyd_ratio_overlap_k2\feature_subset_rpcyd_ratio_overlap_k2_cmdl_seed0,none,32,0.05,1.0,0.0,,,overlap_feature_subset,"{""mode"": ""identity"", ""uses_target_column"": false}",CMDL
feature_subset_rpcyd_ratio_overlap_k2_plain_lstm_seed0,overlap_region_proxy,plain_lstm,none,rpcyd_ratio_overlap_region_proxy,0,2,2,1,2019,2023,2021,2021,2022,error,"2019,2020,2021","2020,2021,2022","2021,2022,2023",21,21,21,formal_region_summary,"[2019, 2021]",False,"Region-varying AC/proxy signals are derived from train-window formal sequence summaries: formal income level, formalization ratio, and formal capacity signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rpcyd_ratio_overlap_k2\feature_subset_rpcyd_ratio_overlap_k2_plain_lstm_seed0\summary.json,37.54932049290095,6.108484410104298,0.0,0.0,0.0,0.0,0.0,0.0,1.5312849283218384,0.15735021270821561,-0.15041431173243225,-0.17301993083672845,,0.6232370560198928,0.9047619047619048,,,0.0,1.8339077519002482,verify_smoke,feature_subset_rpcyd_ratio_overlap_k2,feature_subset,overlap_region_proxy,rpcyd_ratio_overlap_sensitivity,plain_lstm,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rpcyd_ratio_overlap_k2,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rpcyd_ratio_overlap_k2\feature_subset_rpcyd_ratio_overlap_k2_plain_lstm_seed0,none,32,0.05,1.0,0.0,,,overlap_feature_subset,"{""mode"": ""identity"", ""uses_target_column"": false}",Plain LSTM
feature_subset_rydgdp_ratio_overlap_k2_cmdl_seed0,overlap_region_proxy,cmdl,none,rydgdp_ratio_overlap_region_proxy,0,2,1,1,2019,2023,2021,2021,2022,error,"2019,2020,2021","2020,2021,2022","2021,2022,2023",21,21,21,formal_region_summary,"[2019, 2021]",False,"Region-varying AC/proxy signals are derived from train-window formal sequence summaries: formal income level, formalization ratio, and formal capacity signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rydgdp_ratio_overlap_k2\feature_subset_rydgdp_ratio_overlap_k2_cmdl_seed0\summary.json,31.526565004552943,5.601272844132923,0.0,0.0,0.0,0.0,0.0,0.0,1.816859245300293,2.3262272028394753e-05,-0.4514452982495545,-0.7599870488517679,6.330013275146484e-05,0.47612260328820366,1.0,0.06101999324607602,0.08667736540649718,0.0,1.7436746402598673,verify_smoke,feature_subset_rydgdp_ratio_overlap_k2,feature_subset,overlap_region_proxy,rydgdp_ratio_overlap_sensitivity,cmdl,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rydgdp_ratio_overlap_k2,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rydgdp_ratio_overlap_k2\feature_subset_rydgdp_ratio_overlap_k2_cmdl_seed0,none,32,0.05,1.0,0.0,,,overlap_feature_subset,"{""mode"": ""identity"", ""uses_target_column"": false}",CMDL
feature_subset_rydgdp_ratio_overlap_k2_plain_lstm_seed0,overlap_region_proxy,plain_lstm,none,rydgdp_ratio_overlap_region_proxy,0,2,1,1,2019,2023,2021,2021,2022,error,"2019,2020,2021","2020,2021,2022","2021,2022,2023",21,21,21,formal_region_summary,"[2019, 2021]",False,"Region-varying AC/proxy signals are derived from train-window formal sequence summaries: formal income level, formalization ratio, and formal capacity signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rydgdp_ratio_overlap_k2\feature_subset_rydgdp_ratio_overlap_k2_plain_lstm_seed0\summary.json,36.778445929286605,6.040972312291463,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1543033499620919,-0.05096471914376255,-0.25482359571881275,,0.6271331809072656,0.9523809523809523,,,0.0,1.7436746402598673,verify_smoke,feature_subset_rydgdp_ratio_overlap_k2,feature_subset,overlap_region_proxy,rydgdp_ratio_overlap_sensitivity,plain_lstm,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rydgdp_ratio_overlap_k2,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\feature_subset_rydgdp_ratio_overlap_k2\feature_subset_rydgdp_ratio_overlap_k2_plain_lstm_seed0,none,32,0.05,1.0,0.0,,,overlap_feature_subset,"{""mode"": ""identity"", ""uses_target_column"": false}",Plain LSTM
fullspan_income_k2_cmdl_seed0,fullspan_region_proxy,cmdl,none,single_fullspan_region_proxy,0,2,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2017,2018,2019,2020","2019,2020,2021,2022,2023",231,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_cmdl_seed0\summary.json,5.292231386117578,2.250386788968056,0.0,0.0,0.0,0.0,0.0,0.0,1.8180444240570068,5.286615640951873e-05,-0.3701298701298701,-0.774025974025974,0.00015854835510253906,0.4743459917158933,1.0,0.224747288461373,0.0431897442359771,0.0,1.7258255602108712,verify_smoke,fullspan_income_k2,fullspan_income,fullspan_region_proxy,lag_window_sensitivity,cmdl,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_cmdl_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",CMDL
fullspan_income_k2_no_ac_encoder_seed0,fullspan_region_proxy,cmdl,no_ac_encoder,single_fullspan_region_proxy,0,2,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2017,2018,2019,2020","2019,2020,2021,2022,2023",231,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_no_ac_encoder_seed0\summary.json,5.279992997682991,2.247724311692374,0.0,0.0,0.0,0.0,0.0,0.0,1.8180341720581055,2.538667380809545e-08,-0.0,-0.0,0.0,0.4743612224086493,1.0,,,0.0,1.7258255602108712,verify_smoke,fullspan_income_k2,fullspan_income,fullspan_region_proxy,lag_window_sensitivity,no_ac_encoder,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_no_ac_encoder_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",No AC Encoder
fullspan_income_k2_no_recon_regularization_seed0,fullspan_region_proxy,cmdl,no_recon_regularization,single_fullspan_region_proxy,0,2,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2017,2018,2019,2020","2019,2020,2021,2022,2023",231,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_no_recon_regularization_seed0\summary.json,5.292231436081883,2.250386800557848,0.0,0.0,0.0,0.0,0.0,0.0,1.8180444240570068,5.2870469964634504e-05,-0.3701298701298701,-0.774025974025974,0.00015854835510253906,0.4743459934837415,1.0,0.22474729041424132,0.04318975367190159,0.0,1.7258255602108712,verify_smoke,fullspan_income_k2,fullspan_income,fullspan_region_proxy,lag_window_sensitivity,no_recon_regularization,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_no_recon_regularization_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",No Recon
fullspan_income_k2_plain_lstm_seed0,fullspan_region_proxy,plain_lstm,none,single_fullspan_region_proxy,0,2,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2017,2018,2019,2020","2019,2020,2021,2022,2023",231,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_plain_lstm_seed0\summary.json,9.315891038444368,2.998179129960518,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,,0.6931471805599453,1.0,,,0.0,1.7258255602108712,verify_smoke,fullspan_income_k2,fullspan_income,fullspan_region_proxy,lag_window_sensitivity,plain_lstm,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_plain_lstm_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",Plain LSTM
fullspan_income_k2_uniform_lag_seed0,fullspan_region_proxy,cmdl,uniform_lag,single_fullspan_region_proxy,0,2,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2017,2018,2019,2020","2019,2020,2021,2022,2023",231,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_uniform_lag_seed0\summary.json,5.300337439039347,2.2528406613402896,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.00019407272338867188,0.6931471805599453,1.0,0.2300912695719031,0.04631740669314255,0.0,1.7258255602108712,verify_smoke,fullspan_income_k2,fullspan_income,fullspan_region_proxy,lag_window_sensitivity,uniform_lag,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k2\fullspan_income_k2_uniform_lag_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",Uniform Lag
fullspan_income_k3_cmdl_seed0,fullspan_region_proxy,cmdl,none,single_fullspan_region_proxy,0,3,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2016,2017,2018,2019,2020","2018,2019,2020,2021,2022,2023",210,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_cmdl_seed0\summary.json,14.171819935976755,3.740428554633307,0.0,0.0,0.0,0.0,0.0,0.0,2.271327495574951,0.1913565399802221,0.32857142857142857,0.7493506493506493,0.5182349681854248,0.8339867944203563,0.5238095238095238,0.2136398265340608,0.03122970658615898,0.0,2.0957197433912333,verify_smoke,fullspan_income_k3,fullspan_income,fullspan_region_proxy,main_expanded_sample,cmdl,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_cmdl_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",CMDL
fullspan_income_k3_no_ac_encoder_seed0,fullspan_region_proxy,cmdl,no_ac_encoder,single_fullspan_region_proxy,0,3,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2016,2017,2018,2019,2020","2018,2019,2020,2021,2022,2023",210,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_no_ac_encoder_seed0\summary.json,14.170001071673322,3.740246540024167,0.0,0.0,0.0,0.0,0.0,0.0,2.3129653930664062,0.0,,,0.0,0.9260534650956733,1.0,,,0.0,2.0957197433912333,verify_smoke,fullspan_income_k3,fullspan_income,fullspan_region_proxy,main_expanded_sample,no_ac_encoder,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_no_ac_encoder_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",No AC Encoder
fullspan_income_k3_no_recon_regularization_seed0,fullspan_region_proxy,cmdl,no_recon_regularization,single_fullspan_region_proxy,0,3,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2016,2017,2018,2019,2020","2018,2019,2020,2021,2022,2023",210,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_no_recon_regularization_seed0\summary.json,14.171819937614877,3.7404285560524655,0.0,0.0,0.0,0.0,0.0,0.0,2.271327495574951,0.1913565399802221,0.32857142857142857,0.7493506493506493,0.5182349681854248,0.8339868009741619,0.5238095238095238,0.21363981761892045,0.031229707462484768,0.0,2.0957197433912333,verify_smoke,fullspan_income_k3,fullspan_income,fullspan_region_proxy,main_expanded_sample,no_recon_regularization,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_no_recon_regularization_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",No Recon
fullspan_income_k3_plain_lstm_seed0,fullspan_region_proxy,plain_lstm,none,single_fullspan_region_proxy,0,3,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2016,2017,2018,2019,2020","2018,2019,2020,2021,2022,2023",210,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_plain_lstm_seed0\summary.json,9.222490486370365,2.981170939665938,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,1.0986122916069843,1.0,,,0.0,2.0957197433912333,verify_smoke,fullspan_income_k3,fullspan_income,fullspan_region_proxy,main_expanded_sample,plain_lstm,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_plain_lstm_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",Plain LSTM
fullspan_income_k3_uniform_lag_seed0,fullspan_region_proxy,cmdl,uniform_lag,single_fullspan_region_proxy,0,3,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2016,2017,2018,2019,2020","2018,2019,2020,2021,2022,2023",210,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_uniform_lag_seed0\summary.json,14.147388641311814,3.7369655664004977,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.5183651447296143,1.0986122916069843,1.0,0.21868129230689062,0.034180728312263486,0.0,2.0957197433912333,verify_smoke,fullspan_income_k3,fullspan_income,fullspan_region_proxy,main_expanded_sample,uniform_lag,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\fullspan_income_k3\fullspan_income_k3_uniform_lag_seed0,none,32,0.05,1.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",Uniform Lag
grid_fullspan_d16_temp15_dropout015_cmdl_seed0,fullspan_region_proxy,cmdl,none,single_fullspan_region_proxy,0,3,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2016,2017,2018,2019,2020","2018,2019,2020,2021,2022,2023",210,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp15_dropout015\grid_fullspan_d16_temp15_dropout015_cmdl_seed0\summary.json,10.556847164581928,3.2092540806957652,0.0,0.0,0.0,0.0,0.0,0.0,2.223041534423828,0.028188715782218834,0.3701298701298701,0.774025974025974,0.08076238632202148,0.9656578309691414,1.0,0.23290300569625733,0.04926875569639122,0.0,2.0957197433912333,verify_smoke,grid_fullspan_d16_temp15_dropout015,capacity_gate_grid,fullspan_region_proxy,capacity_gate_screen,cmdl,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp15_dropout015,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp15_dropout015\grid_fullspan_d16_temp15_dropout015_cmdl_seed0,none,16,0.15,1.5,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",CMDL
grid_fullspan_d16_temp15_dropout015_entropy001_cmdl_seed0,fullspan_region_proxy,cmdl,none,single_fullspan_region_proxy,0,3,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2016,2017,2018,2019,2020","2018,2019,2020,2021,2022,2023",210,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp15_dropout015_entropy001\grid_fullspan_d16_temp15_dropout015_entropy001_cmdl_seed0\summary.json,10.556847164581928,3.2092540806957652,0.0,0.0,0.0,0.0,0.0,0.0,2.223041534423828,0.028188715782218834,0.3701298701298701,0.774025974025974,0.08076238632202148,0.9656578309691414,1.0,0.23290300569625733,0.04926875569639122,0.0,2.0957197433912333,verify_smoke,grid_fullspan_d16_temp15_dropout015_entropy001,capacity_gate_grid,fullspan_region_proxy,capacity_gate_screen,cmdl,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp15_dropout015_entropy001,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp15_dropout015_entropy001\grid_fullspan_d16_temp15_dropout015_entropy001_cmdl_seed0,none,16,0.15,1.5,0.01,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",CMDL
grid_fullspan_d16_temp15_dropout030_cmdl_seed0,fullspan_region_proxy,cmdl,none,single_fullspan_region_proxy,0,3,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2016,2017,2018,2019,2020","2018,2019,2020,2021,2022,2023",210,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp15_dropout030\grid_fullspan_d16_temp15_dropout030_cmdl_seed0\summary.json,10.555198637880613,3.208977557245701,0.0,0.0,0.0,0.0,0.0,0.0,2.223043203353882,0.02819281379234864,0.3701298701298701,0.774025974025974,0.0807795524597168,0.9656576289374573,1.0,0.23291721144413213,0.04930527499365822,0.0,2.0957197433912333,verify_smoke,grid_fullspan_d16_temp15_dropout030,capacity_gate_grid,fullspan_region_proxy,capacity_gate_screen,cmdl,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp15_dropout030,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp15_dropout030\grid_fullspan_d16_temp15_dropout030_cmdl_seed0,none,16,0.3,1.5,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",CMDL
grid_fullspan_d16_temp20_dropout015_cmdl_seed0,fullspan_region_proxy,cmdl,none,single_fullspan_region_proxy,0,3,1,1,2006,2023,2018,2018,2020,error,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018","2016,2017,2018,2019,2020","2018,2019,2020,2021,2022,2023",210,42,63,income_region_summary,"[2006, 2018]",False,"Region-varying AC/proxy signals are derived from train-window income/RPCYD summaries: income level, recent income level, and income growth signal.",False,True,,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp20_dropout015\grid_fullspan_d16_temp20_dropout015_cmdl_seed0\summary.json,10.555379526805567,3.2089913222524853,0.0,0.0,0.0,0.0,0.0,0.0,2.161485195159912,0.02077965404261413,0.3701298701298701,0.774025974025974,0.059632301330566406,1.018169587384391,1.0,0.2320957600178528,0.04883791826654216,0.0,2.0957197433912333,verify_smoke,grid_fullspan_d16_temp20_dropout015,capacity_gate_grid,fullspan_region_proxy,capacity_gate_screen,cmdl,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp20_dropout015,C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\improvement_matrix\verify_smoke\grid_fullspan_d16_temp20_dropout015\grid_fullspan_d16_temp20_dropout015_cmdl_seed0,none,16,0.15,2.0,0.0,,,primary_or_reference,"{""mode"": ""identity"", ""uses_target_column"": false}",CMDL
