year,entity_code,entity_name,duplicate_row_count,rcw_card,rcw_bank_card,rcw_credit_card,rcw_transfers,rcw_electronic,rcw_check,rcw_autogiro,rcw_check_s_including_money_orders,rcw_total,rcw_card_1,rcw_bank_card_1,rcw_credit_card_1,rcw_gireringar,rcw_electronic_1,rcw_check_1,rcw_autogiro_1,rcw_check_s_including_money_orders_1,rcw_total_1,rcw_amount_of_atm_s,rcw_amount_of_transactions_millions,rcw_transaction_value_billions_of_kronor,rcw_payment_terminals,rcw_amount_of_terminals,rcw_amount_of_transactions_millions_dup2,rcw_service_method,rcw_service_type,rcw_service_location_id,rcw_bank,rcw_name,rcw_address,rcw_postal_number,rcw_postal_region,rcw_municipality,rcw_county_1,rcw_support,rcw_x,rcw_y,rcw_county_match,rcw_number_of_atms,rcw_number_of_transactions_withdrawals_millions,rcw_transaction_value_withdrawals_sek_billions,rcw_number_of_payment_terminals,rcw_number_of_transactions_millions,rcw_transaction_value_sek_billions,rcw_unnamed_46,rcw_unnamed_47,rcw_unnamed_48,rcw_unnamed_49,rcw_unnamed_50,rcw_unnamed_51,rcw_unnamed_52,rcw_unnamed_53,rcw_unnamed_54,rcw_card_dup2,rcw_debet_cards,rcw_credit_cards,rcw_credit_transfers,rcw_electronic_dup2,rcw_paper_based_form,rcw_direct_debet,rcw_cheques_including_bank_drafts,rcw_total_dup2,rcw_cards,rcw_debet_cards_1,rcw_credit_cards_1,rcw_credit_transfers_1,rcw_electronic_1_dup2,rcw_paper_based_form_1,rcw_direct_debet_1,rcw_cheques_including_bank_drafts_1,rcw_total_1_dup2,conflicted_measure_count
2006,SE23,Västsverige,1,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,,,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,0
2006,SE231,Halland,1,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,,,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,0
2006,SE232,Västra Götaland,90,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,287173.0,6392811.0,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2
2006,SE31,Norra Mellansverige,1,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,,,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,0
2006,SE311,Värmland,1,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,,,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,0
2006,SE312,Dalarna,50,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,411152.0,6667109.0,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2
2006,SE313,Gävleborg,1,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,,,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,0
2006,SE32,Mellersta Norrland,1,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,,,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,0
2006,SE321,Västernorrland,80,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,533903.0,6914590.0,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2
2006,SE322,Jämtland,110,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,373605.0,6878045.0,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2
2006,SE33,Övre Norrland,1,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,,,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,0
2006,SE331,Västerbotten,90,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,675331.0,7087383.0,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2
2006,SE332,Norrbotten,1,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,,,,,,2815.60039761431,313.364,270.383026,184589.782,999.664666666667,423.0,,,,,,,,,,1212.062,971.6,240.462,574.809,484.0,90.809,196.57,0.81,1984.251,562.153254240283,432.153254240283,130.0,8666.343,8269.0,397.343,384.0,54.0,9666.49625424028,0
2007,SE11,Stockholm region,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE110,Stockholm,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE12,Östra Mellansverige,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE121,Uppsala,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE122,Södermanland,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE123,Östergötland,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE124,Örebro,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE125,Västmanland,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE21,Småland med öarna,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE211,Jönköping,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE212,Kronoberg,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE213,Kalmar,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE214,Gotland,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE22,Sydsverige,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE221,Blekinge,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
2007,SE224,Skåne,1,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,,,,,,3085.0,320.0,240.0,187330.34573,1154.0,463.0,,,,,,,,,,1404.935,1107.425,297.51,651.03,555.0,96.03,207.844,0.807,2264.616,651.419648,477.414648,174.005,10020.0,9674.0,346.0,424.0,60.0,11155.419648,0
